id,name,category,doc_id
6336,NIST,ACTOR,860
6337,AI,TECHNOLOGY,860
6338,GenAI,TECHNOLOGY,860
6339,foundation AI models,TECHNOLOGY,860
6340,international coalition,ACTOR,860
6341,GAO,ACTOR,860
6342,public data sets,TECHNOLOGY,860
6343,AI training,LIFECYCLE_STAGE,860
6344,Federal grand challenges,REQUIREMENT,860
6345,Workforce Innovation and Opportunity Act,LEGAL_SOURCE,1010
6346,ML,TECHNOLOGY,1010
6347,advanced analytics,TECHNOLOGY,1010
6348,state program operations,ACTOR,1010
6349,AI Grand Challenges Program,REQUIREMENT,854
6350,AI research,LIFECYCLE_STAGE,854
6351,AI development,LIFECYCLE_STAGE,854
6352,AI commercialization,LIFECYCLE_STAGE,854
6353,NSF,ACTOR,854
6354,Congress,ACTOR,854
6355,U.S.-based,OTHER,854
6356,AI-enabled cancer breakthroughs,DOMAIN,854
6357,NSF AI Education Act of 2024,LEGAL_SOURCE,845
6358,NSF,ACTOR,845
6359,NSF,ACTOR,845
6360,AI,TECHNOLOGY,845
6361,Centers of AI Excellence,REQUIREMENT,845
6362,AI education research,LIFECYCLE_STAGE,845
6363,AI training,LIFECYCLE_STAGE,845
6364,workforce frameworks for AI,LEGAL_SOURCE,845
6365,anti-discrimination laws,LEGAL_SOURCE,845
6366,Preparing Election Administrators for AI Act,LEGAL_SOURCE,849
6367,Election Assistance Commission,ACTOR,849
6368,Congress,ACTOR,849
6369,state and local governments,ACTOR,849
6370,AI technologies,TECHNOLOGY,849
6371,AI-generated information,TECHNOLOGY,849
6372,cybersecurity risks,RISK,849
6373,AI-driven election disinformation,RISK,849
6374,Center for AI Advancement and Reliability,ACTOR,1222
6375,AI research,LIFECYCLE_STAGE,1222
6376,AI reliability,RISK,1222
6377,AI capabilities,TECHNOLOGY,1222
6378,NIST,ACTOR,1222
6379,NIST,ACTOR,1222
6380,federal agencies,ACTOR,1222
6381,U.S.,OTHER,1222
6382,algorithmic payment stablecoin,TECHNOLOGY,1197
6383,non-depository trust company,ACTOR,1197
6384,national payment stablecoin issuer,ACTOR,1197
6385,Board,ACTOR,1197
6386,safe harbor regulations,LEGAL_SOURCE,1197
6387,U.S.,OTHER,1197
6388,foreign authorities,ACTOR,1197
6389,VET Artificial Intelligence Act,LEGAL_SOURCE,1259
6390,NIST,ACTOR,1259
6391,NIST,ACTOR,1259
6392,AI systems,TECHNOLOGY,1259
6393,Artificial Intelligence Assurance Qualifications Advisory Committee,ACTOR,1259
6394,standards,REQUIREMENT,1259
6395,privacy,RISK,1259
6396,harm mitigation,RISK,1259
6397,dataset quality,TECHNOLOGY,1259
6398,NSF,ACTOR,1241
6399,AI-enabled efficient technologies,TECHNOLOGY,1241
6400,EPSCoR institutions,ACTOR,1241
6401,federal agencies,ACTOR,1241
6402,private sector,ACTOR,1241
6403,AI-enabled technologies,TECHNOLOGY,1241
6404,energy consumption,OTHER,1241
6405,Senate and House committees,ACTOR,1241
6406,Department of Commerce,ACTOR,1304
6407,SBA,ACTOR,1304
6408,AI training resources,REQUIREMENT,1304
6409,cybersecurity,RISK,1304
6410,financial management,DOMAIN,1304
6411,government contracting,ACTOR,1304
6412,Congress,ACTOR,1304
6413,Act,LEGAL_SOURCE,1304
6414,regulatory sandboxes,REQUIREMENT,1230
6415,financial entities,ACTOR,1230
6416,AI test projects,LIFECYCLE_STAGE,1230
6417,financial regulatory agencies,ACTOR,1230
6418,AI project sponsors,ACTOR,1230
6419,data security measures,RISK,1230
6420,Congress,ACTOR,1230
6421,regulations,LEGAL_SOURCE,1230
6422,national security,ACTOR,1230
6423,Department of Energy AI Act,LEGAL_SOURCE,1274
6424,Department of Energy,ACTOR,1274
6425,Department of Energy,ACTOR,1274
6426,AI program,REQUIREMENT,1274
6427,AI training datasets,TECHNOLOGY,1274
6428,next-generation computing infrastructure,TECHNOLOGY,1274
6429,AI models,TECHNOLOGY,1274
6430,AI Research and Development Centers,REQUIREMENT,1274
6431,AI Risk Evaluation and Mitigation Program,REQUIREMENT,1274
6432,STEM education,DOMAIN,1274
6433,AI skill training,LIFECYCLE_STAGE,1274
6434,Office of Critical and Emerging Technology,ACTOR,1274
6435,national security,ACTOR,1274
6436,energy security,RISK,1274
6437,Chief Artificial Intelligence Officers Council,ACTOR,1303
6438,Federal Acquisition Regulation,LEGAL_SOURCE,1303
6439,AI models,TECHNOLOGY,1303
6440,AI use cases,TECHNOLOGY,1303
6441,AI testing,LIFECYCLE_STAGE,1303
6442,AI risks,RISK,1303
6443,AI inventories,LEGAL_SOURCE,1303
6444,risk classification systems,REQUIREMENT,1303
6445,facial features,OTHER,1303
6446,biometric identification,OTHER,1303
6447,sensitive traits,OTHER,1303
6448,public disclosure,OTHER,1303
6449,Communications Act of 1934,LEGAL_SOURCE,1320
6450,E-rate support,REQUIREMENT,1320
6451,telecommunications services,TECHNOLOGY,1320
6452,technology training programs,DOMAIN,1320
6453,internet safety regulations,LEGAL_SOURCE,1320
6454,cybersecurity standards,RISK,1320
6455,Department of Labor,ACTOR,1320
6456,AI,TECHNOLOGY,1320
6457,cybersecurity,RISK,1320
6458,web development,TECHNOLOGY,1320
6459,AI,TECHNOLOGY,1280
6460,FTC,ACTOR,1280
6461,FTC,ACTOR,1280
6462,algorithms,TECHNOLOGY,1280
6463,disclaimer requirements,REQUIREMENT,1280
6464,safety and efficiency standards,REQUIREMENT,1280
6465,"federal, state, or local elections",ACTOR,1280
6466,Administrator of the Office of Electronic Government,ACTOR,326
6467,OMB,ACTOR,326
6468,President,ACTOR,326
6469,Congress,ACTOR,326
6470,technology-based solution,TECHNOLOGY,326
6471,National Institute of Standards and Technology Act,LEGAL_SOURCE,1246
6472,AI resources,TECHNOLOGY,1246
6473,standards,REQUIREMENT,1246
6474,benchmarks,OTHER,1246
6475,methodologies,REQUIREMENT,1246
6476,standards,REQUIREMENT,1246
6477,SBA,ACTOR,1246
6478,Congress,ACTOR,1246
6479,Chief Artificial Intelligence Officers Council,ACTOR,1297
6480,Chief Artificial Intelligence Officer,ACTOR,1297
6481,Artificial Intelligence Coordination Boards,ACTOR,1297
6482,AI strategy,LEGAL_SOURCE,1297
6483,GAO,ACTOR,1297
6484,OMB,ACTOR,1297
6485,Director,ACTOR,1297
6486,AI technologies,TECHNOLOGY,1297
6487,AI Coordination Boards,ACTOR,1297
6488,"Research and Development, Competition, and Innovation Act",LEGAL_SOURCE,1247
6489,AI,TECHNOLOGY,1247
6490,federal agencies,ACTOR,1247
6491,biosecurity measures,RISK,1247
6492,database management,TECHNOLOGY,1247
6493,synthetic nucleic acid procurement screening,TECHNOLOGY,1247
6494,Congress,ACTOR,1247
6495,Department of Commerce,ACTOR,1251
6496,AI,TECHNOLOGY,1251
6497,AI consumer literacy,DOMAIN,1251
6498,federal agencies,ACTOR,1251
6499,local governments,ACTOR,1251
6500,private organizations,ACTOR,1251
6501,healthcare,DOMAIN,1251
6502,finance,DOMAIN,1251
6503,communication,TECHNOLOGY,1251
6504,GAO,ACTOR,1251
6505,Congress,ACTOR,1251
6506,Department of Defense,ACTOR,1212
6507,Congress,ACTOR,1212
6508,Middle Eastern allies,OTHER,1212
6509,partner-sharing network,TECHNOLOGY,1212
6510,Chief Data and Artificial Intelligence Officer,ACTOR,1212
6511,DoD,ACTOR,1212
6512,AI tools,TECHNOLOGY,1212
6513,AI methodologies,TECHNOLOGY,1212
6514,AI training,LIFECYCLE_STAGE,1212
6515,Federal Election Campaign Act,LEGAL_SOURCE,1305
6516,AI,TECHNOLOGY,1305
6517,FEC,ACTOR,1305
6518,FEC,ACTOR,1305
6519,AI-generated images,TECHNOLOGY,1305
6520,AI-generated audio,TECHNOLOGY,1305
6521,AI-generated video,TECHNOLOGY,1305
6522,disclosure requirements,REQUIREMENT,1305
6523,penalties,OTHER,1305
6524,compliance and enforcement,OTHER,1305
6525,Department of Energy,ACTOR,1245
6526,U.S.,OTHER,1245
6527,Vogtle 3 and 4,REQUIREMENT,1245
6528,AI,TECHNOLOGY,1245
6529,3D printing,TECHNOLOGY,1245
6530,robotics,TECHNOLOGY,1245
6531,cybersecurity,RISK,1245
6532,U.S.-Canada cooperation,OTHER,1245
6533,HALEU market,REQUIREMENT,1245
6534,energy independence,LEGAL_SOURCE,1245
6535,national security,ACTOR,1245
6536,advanced nuclear technology,TECHNOLOGY,1245
6537,National Institute of Standards and Technology Act,LEGAL_SOURCE,1225
6538,NIST,ACTOR,1225
6539,AI system development,TECHNOLOGY,1225
6540,AI risk tolerances,LEGAL_SOURCE,1225
6541,risk management framework,REQUIREMENT,1225
6542,artificial intelligence red teaming,TECHNOLOGY,1225
6543,artificial intelligence system,TECHNOLOGY,1225
6544,Congress,ACTOR,1225
6545,standards,REQUIREMENT,1225
6546,Department of Health and Human Services,ACTOR,1283
6547,Medicare,REQUIREMENT,1283
6548,Social Security Act,LEGAL_SOURCE,1283
6549,remote monitoring devices,TECHNOLOGY,1283
6550,AI,TECHNOLOGY,1283
6551,healthcare,DOMAIN,1283
6552,Department of Labor,ACTOR,1219
6553,NSF,ACTOR,1219
6554,Department of Education,ACTOR,1219
6555,Department of Education,ACTOR,1219
6556,Department of Labor,ACTOR,1219
6557,AI's workforce impact,OTHER,1219
6558,emerging and advanced technology education,DOMAIN,1219
6559,AI-related skills,DOMAIN,1219
6560,Congress,ACTOR,1219
6561,Homeland Security Act of 2002,LEGAL_SOURCE,1227
6562,DHS,ACTOR,1227
6563,Congress,ACTOR,1227
6564,artificial intelligence technology,TECHNOLOGY,1227
6565,James M. Inhofe National Defense Authorization Act for Fiscal Year 2023,LEGAL_SOURCE,1227
6566,DHS,ACTOR,1265
6567,NIST,ACTOR,1265
6568,Director of the United States Patent and Trademark Office,ACTOR,1265
6569,AI watermark and trademark system,TECHNOLOGY,1265
6570,Federal agency-approved AI applications,TECHNOLOGY,1265
6571,privacy-enhancing technologies,TECHNOLOGY,1337
6572,pilot program,REQUIREMENT,1337
6573,FTC,ACTOR,1337
6574,FTC,ACTOR,1337
6575,GAO,ACTOR,1337
6576,Privacy and Security Victims Relief Fund,REQUIREMENT,1337
6577,AI,TECHNOLOGY,1337
6578,Congress,ACTOR,1337
6579,privacy-enhancing technologies for enforcement,RISK,1337
6580,Department of Veterans Affairs,ACTOR,1216
6581,digital citizenship,DOMAIN,1216
6582,media literacy,DOMAIN,1216
6583,cybersecurity best practices,RISK,1216
6584,veterans,ACTOR,1216
6585,Congress,ACTOR,1216
6586,foreign influence campaigns,RISK,1216
6587,online scams,RISK,1216
6588,Department of Energy,ACTOR,1206
6589,Office of Science,ACTOR,1206
6590,Office of Energy Efficiency,ACTOR,1206
6591,AI tools,TECHNOLOGY,1206
6592,AI systems,TECHNOLOGY,1206
6593,AI training,LIFECYCLE_STAGE,1206
6594,AI inference,LIFECYCLE_STAGE,1206
6595,high-performance computing infrastructure,TECHNOLOGY,1206
6596,data centers,TECHNOLOGY,1206
6597,cybersecurity,RISK,1206
6598,privacy,RISK,1206
6599,energy security,RISK,1206
6600,AI research and development program,REQUIREMENT,1206
6601,AI application in simulations,TECHNOLOGY,1206
6602,policy changes,LEGAL_SOURCE,1206
6603,Congress,ACTOR,1206
6604,NIST,ACTOR,1202
6605,NIST,ACTOR,1202
6606,National Vulnerability Database,LEGAL_SOURCE,1202
6607,Artificial Intelligence Security Center,ACTOR,1202
6608,NSA,ACTOR,1202
6609,AI security and safety incidents,RISK,1202
6610,AI security vulnerabilities,RISK,1202
6611,AI supply chain risks,RISK,1202
6612,Food Security Act of 1985,LEGAL_SOURCE,1239
6613,NOAA,ACTOR,1239
6614,NOAA,ACTOR,1239
6615,Internet clearinghouse,TECHNOLOGY,1239
6616,Weather and Earth System Modeling and Data Assimilation Workforce Innovation Program,REQUIREMENT,1239
6617,AI,TECHNOLOGY,1239
6618,ML,TECHNOLOGY,1239
6619,Under Secretary,ACTOR,1239
6620,weather modeling and data assimilation,TECHNOLOGY,1239
6621,NOAA's weather research activities,LIFECYCLE_STAGE,1239
6622,AI,TECHNOLOGY,1221
6623,federal agencies,ACTOR,1221
6624,fire environment modeling,TECHNOLOGY,1221
6625,emissions monitoring program,REQUIREMENT,1221
6626,national security,ACTOR,1221
6627,intellectual property,LEGAL_SOURCE,1221
6628,weather forecasting,TECHNOLOGY,1221
6629,Earth system modeling,TECHNOLOGY,1221
6630,greenhouse gas emission models,TECHNOLOGY,1221
6631,digital social companies,ACTOR,1258
6632,Attorney General,ACTOR,1258
6633,AI involvement,TECHNOLOGY,1258
6634,public repository,REQUIREMENT,1258
6635,terms of service,LEGAL_SOURCE,1258
6636,end-to-end encryption,TECHNOLOGY,1258
6637,U.S. District Courts,ACTOR,1258
6638,penalties,OTHER,1258
6639,Department of Agriculture,ACTOR,1312
6640,NSF,ACTOR,1312
6641,NSF,ACTOR,1312
6642,AI,TECHNOLOGY,1312
6643,digital agriculture,TECHNOLOGY,1312
6644,federal agencies,ACTOR,1312
6645,education,ACTOR,1312
6646,nonprofit entities,ACTOR,1312
6647,"Center for Agricultural Research, Education, and Workforce Development",REQUIREMENT,1312
6648,Congress,ACTOR,1312
6649,CHIPS Act of 2022,LEGAL_SOURCE,1312
6650,Chief Data Officer Council,ACTOR,1205
6651,Chief Artificial Intelligence Officers,ACTOR,1205
6652,Director,ACTOR,1205
6653,Congress,ACTOR,1205
6654,AI,TECHNOLOGY,1205
6655,United States Code,LEGAL_SOURCE,1205
6656,data governance,LEGAL_SOURCE,1205
6657,data management report,LEGAL_SOURCE,1205
6658,Federal data governance,LEGAL_SOURCE,1205
6659,AI-generated election media,TECHNOLOGY,1269
6660,Attorney General,ACTOR,1269
6661,U.S. District Courts,ACTOR,1269
6662,National Voter Registration Act,LEGAL_SOURCE,1269
6663,Computer Fraud and Abuse Act,LEGAL_SOURCE,1269
6664,states,ACTOR,1269
6665,bona fide news entities,ACTOR,1269
6666,AI-generated depictions,TECHNOLOGY,1269
6667,National Windstorm Impact Reduction Act of 2004,LEGAL_SOURCE,1232
6668,ML,TECHNOLOGY,1232
6669,climate variability,LIFECYCLE_STAGE,1232
6670,interdisciplinary research,LIFECYCLE_STAGE,1232
6671,building codes,REQUIREMENT,1232
6672,public response,ACTOR,1232
6673,funding amounts,LEGAL_SOURCE,1232
6674,Under Secretary of Defense for Research and Engineering,ACTOR,1209
6675,AIxBio sandbox,REQUIREMENT,1209
6676,DoD,ACTOR,1209
6677,AI models,TECHNOLOGY,1209
6678,biological data,TECHNOLOGY,1209
6679,medical countermeasures,DOMAIN,1209
6680,biomanufacturing,TECHNOLOGY,1209
6681,Congress,ACTOR,1209
6682,Homeland Security Act of 2002,LEGAL_SOURCE,1307
6683,Under Secretary for Science and Technology,ACTOR,1307
6684,NIST AI Risk Management Framework,REQUIREMENT,1307
6685,DEA,ACTOR,1307
6686,ML,TECHNOLOGY,1307
6687,AI,TECHNOLOGY,1307
6688,law enforcement agencies,ACTOR,1307
6689,drug detection and trafficking disruption,REQUIREMENT,1307
6690,Energy Policy and Conservation Act,LEGAL_SOURCE,1296
6691,Flex-Tech Energy Program,REQUIREMENT,1296
6692,Secretary,ACTOR,1296
6693,State energy agencies,ACTOR,1296
6694,Indian Tribes,ACTOR,1296
6695,advanced manufacturing technologies,TECHNOLOGY,1296
6696,AI,TECHNOLOGY,1296
6697,energy studies,LEGAL_SOURCE,1296
6698,Congress,ACTOR,1296
6699,Department of Commerce,ACTOR,1288
6700,AI,TECHNOLOGY,1288
6701,AI Campaign,REQUIREMENT,1288
6702,federal agencies,ACTOR,1288
6703,deepfakes,TECHNOLOGY,1288
6704,senior citizens,ACTOR,1288
6705,AI-enabled fraud,RISK,1288
6706,Congress,ACTOR,1288
6707,education,ACTOR,1288
6708,federal government,ACTOR,1288
6709,FCC,ACTOR,1290
6710,FCC,ACTOR,1290
6711,artificial intelligence-generated content,TECHNOLOGY,1290
6712,elections,LEGAL_SOURCE,1290
6713,Energy Independence and Security Act of 2007,LEGAL_SOURCE,1306
6714,machine learning algorithms,TECHNOLOGY,1306
6715,Geothermal Technologies Office,ACTOR,1306
6716,supercritical geothermal research and development program,REQUIREMENT,1306
6717,geothermal data,TECHNOLOGY,1306
6718,Secretary of the Interior,ACTOR,1306
6719,geothermal mapping,TECHNOLOGY,1306
6720,geothermal center of excellence,REQUIREMENT,1306
6721,geothermal resource assessments,LEGAL_SOURCE,1306
6722,geothermal resource potential,OTHER,1306
6723,Secretaries of Education and Health & Human Services,ACTOR,1287
6724,AI,TECHNOLOGY,1287
6725,social media,TECHNOLOGY,1287
6726,educational toolkits,LEGAL_SOURCE,1287
6727,students,ACTOR,1287
6728,parents & guardians,ACTOR,1287
6729,educators,ACTOR,1287
6730,administrators,ACTOR,1287
6731,healthcare professionals,ACTOR,1287
6732,Bureau of Industry and Security,ACTOR,1233
6733,AI capabilities,TECHNOLOGY,1233
6734,ML,TECHNOLOGY,1233
6735,AI and machine learning,TECHNOLOGY,1233
6736,federal agencies,ACTOR,1233
6737,international partners,ACTOR,1233
6738,Under Secretary,ACTOR,1233
6739,Congress,ACTOR,1233
6740,export controls,LEGAL_SOURCE,1233
6741,"Federal Food, Drug, and Cosmetic Act",LEGAL_SOURCE,1218
6742,social media influencers,ACTOR,1218
6743,healthcare,ACTOR,1218
6744,telehealth providers,ACTOR,1218
6745,Department of Health and Human Services,ACTOR,1218
6746,FTC,ACTOR,1218
6747,AI,TECHNOLOGY,1218
6748,prescription drugs,DOMAIN,1218
6749,civil penalties,OTHER,1218
6750,market surveillance,LIFECYCLE_STAGE,1218
6751,Federal Reserve,ACTOR,1248
6752,FDIC,ACTOR,1248
6753,OCC,ACTOR,1248
6754,NCUA,ACTOR,1248
6755,CFPB,ACTOR,1248
6756,AI knowledge gaps,LIFECYCLE_STAGE,1248
6757,financial services,DOMAIN,1248
6758,AI-assisted tasks,TECHNOLOGY,1248
6759,AI governance and oversight standards,REQUIREMENT,1248
6760,regulatory authorities,ACTOR,1248
6761,agency use of AI,LEGAL_SOURCE,1248
6762,Sherman Act,LEGAL_SOURCE,1311
6763,Clayton Act,LEGAL_SOURCE,1311
6764,FTC,ACTOR,1311
6765,Attorney General,ACTOR,1311
6766,State Attorneys General,ACTOR,1311
6767,rental property owners,ACTOR,1311
6768,coordinators,ACTOR,1311
6769,non-competitive agreements,LEGAL_SOURCE,1311
6770,treble damages,OTHER,1311
6771,litigation costs,DOMAIN,1311
6772,"State, Tribal, or local laws",LEGAL_SOURCE,1311
6773,Medicare,REQUIREMENT,1298
6774,electronic prior authorization program,REQUIREMENT,1298
6775,AI technologies,TECHNOLOGY,1298
6776,Department of Health and Human Services,ACTOR,1298
6777,Medicare Payment Advisory Commission,ACTOR,1298
6778,Centers for Medicare & Medicaid Services,ACTOR,1298
6779,AI,TECHNOLOGY,1298
6780,prior authorization requests,LEGAL_SOURCE,1298
6781,transparency,REQUIREMENT,1298
6782,patient access,DOMAIN,1298
6783,Public Health Service Act,LEGAL_SOURCE,1249
6784,NIH,ACTOR,1249
6785,AI resources,TECHNOLOGY,1249
6786,datasets,TECHNOLOGY,1249
6787,National Coordinator for Health IT,ACTOR,1249
6788,electronic health records,OTHER,1249
6789,national interoperability frameworks,REQUIREMENT,1249
6790,hospitals,DOMAIN,1249
6791,National Library of Medicine,ACTOR,1249
6792,core data science program,REQUIREMENT,1249
6793,sports wagering operators,ACTOR,1343
6794,AI,TECHNOLOGY,1343
6795,State regulatory entity,ACTOR,1343
6796,AI use,TECHNOLOGY,1343
6797,consumer protections,LEGAL_SOURCE,1343
6798,AI-enabled fraud,RISK,1343
6799,licensing,REQUIREMENT,1343
6800,recordkeeping,REQUIREMENT,1343
6801,internal controls,REQUIREMENT,1343
6802,regulatory authorities,ACTOR,1343
6803,sports organizations,ACTOR,1343
6804,problem gamblers,ACTOR,1343
6805,OMB,ACTOR,1316
6806,OMB,ACTOR,1316
6807,AI,TECHNOLOGY,1316
6808,agency regulations,LEGAL_SOURCE,1316
6809,content provenance,TECHNOLOGY,1270
6810,synthetic content,TECHNOLOGY,1270
6811,synthetically-modified content,TECHNOLOGY,1270
6812,public-private partnership,REQUIREMENT,1270
6813,FTC,ACTOR,1270
6814,FTC,ACTOR,1270
6815,state attorneys general,ACTOR,1270
6816,copyright rights,LEGAL_SOURCE,1270
6817,civil actions,REQUIREMENT,1270
6818,security measures,RISK,1270
6819,AI,TECHNOLOGY,327
6820,personal data,OTHER,327
6821,employment,OTHER,327
6822,credit,DOMAIN,327
6823,education,DOMAIN,327
6824,protected classes,RISK,327
6825,private groups,ACTOR,327
6826,Joint Office of the Fire Environment Center,ACTOR,1344
6827,NOAA,ACTOR,1344
6828,AI,TECHNOLOGY,1344
6829,ML,TECHNOLOGY,1344
6830,fire management,REQUIREMENT,1344
6831,air quality data,TECHNOLOGY,1344
6832,public health information,OTHER,1344
6833,wildfire community,ACTOR,1344
6834,online platforms,TECHNOLOGY,328
6835,foreign adversaries,ACTOR,328
6836,AI,TECHNOLOGY,328
6837,licenses,REQUIREMENT,328
6838,foreign entity,ACTOR,328
6839,U.S. government,OTHER,328
6840,Task Force on Preventing AI and Algorithmic Bias in Health Care,REQUIREMENT,1348
6841,AI,TECHNOLOGY,1348
6842,algorithms,TECHNOLOGY,1348
6843,health disparities,RISK,1348
6844,health equity,RISK,1348
6845,minority health,RISK,1348
6846,Congress,ACTOR,1348
6847,Department of Health and Human Services,ACTOR,1348
6848,civil rights,RISK,1348
6849,civil liberties,RISK,1348
6850,DHS,ACTOR,1263
6851,Federal civilian agency,ACTOR,1263
6852,AI,TECHNOLOGY,1263
6853,civil rights organizations,ACTOR,1263
6854,immigrant communities,ACTOR,1263
6855,academia,ACTOR,1263
6856,Congress,ACTOR,1263
6857,U.S. government,OTHER,1263
6858,automated decision system,TECHNOLOGY,288
6859,Artificial Intelligence Risk Management Framework,REQUIREMENT,288
6860,National Institute of Standards & Technology,ACTOR,288
6861,Department of Labor,ACTOR,288
6862,employment-related decisions,OTHER,288
6863,whistleblowers,ACTOR,288
6864,non-discrimination,RISK,288
6865,Department of Health and Human Services,ACTOR,1199
6866,MedShield program,REQUIREMENT,1199
6867,AI,TECHNOLOGY,1199
6868,National Security Commission on Artificial Intelligence,ACTOR,1199
6869,federal agencies,ACTOR,1199
6870,international partners,ACTOR,1199
6871,National Response Framework,LEGAL_SOURCE,1199
6872,Congressional committees,ACTOR,1199
6873,public health,DOMAIN,1199
6874,AI algorithms,TECHNOLOGY,1201
6875,FTC,ACTOR,1201
6876,FTC,ACTOR,1201
6877,pre-deployment evaluations,LIFECYCLE_STAGE,1201
6878,annual impact assessments,LIFECYCLE_STAGE,1201
6879,independent audits,LIFECYCLE_STAGE,1201
6880,transparency obligations,OTHER,1201
6881,consumer rights,RISK,1201
6882,private right of action,REQUIREMENT,1201
6883,pre-dispute arbitration agreements,LEGAL_SOURCE,1201
6884,algorithm auditing,LIFECYCLE_STAGE,1201
6885,Department of Defense,ACTOR,1261
6886,pilot program,REQUIREMENT,1261
6887,artificial intelligence-enabled software,TECHNOLOGY,1261
6888,DoD,ACTOR,1261
6889,Defense Contract Management Agency,ACTOR,1261
6890,Under Secretary of Defense for Acquisition and Sustainment,ACTOR,1261
6891,Secretaries of the Army,ACTOR,1261
6892,Navy,ACTOR,1261
6893,Air Force,ACTOR,1261
6894,Congress,ACTOR,1261
6895,Fireshed Center,REQUIREMENT,1352
6896,Forest Service,ACTOR,1352
6897,U.S. Geological Survey,ACTOR,1352
6898,AI,TECHNOLOGY,1352
6899,Fireshed Registry,LEGAL_SOURCE,1352
6900,cybersecurity processes,RISK,1352
6901,Artificial Intelligence Security Center,ACTOR,1342
6902,NSA,ACTOR,1342
6903,Cybersecurity Collaboration Center,ACTOR,1342
6904,AI security research,LIFECYCLE_STAGE,1342
6905,Artificial Intelligence Safety Institute,ACTOR,1342
6906,NIST,ACTOR,1342
6907,AI security,RISK,1342
6908,AI adoption practices,LEGAL_SOURCE,1342
6909,national security systems,ACTOR,1342
6910,defense industrial base,DOMAIN,1342
6911,pilot program,REQUIREMENT,1353
6912,National Wildfire Coordinating Group,ACTOR,1353
6913,remote sensing,TECHNOLOGY,1353
6914,Fire Weather Testbed,REQUIREMENT,1353
6915,AI,TECHNOLOGY,1353
6916,quantum sensing,TECHNOLOGY,1353
6917,Congress,ACTOR,1353
6918,NIST,ACTOR,1341
6919,NIST,ACTOR,1341
6920,National Vulnerability Database,LEGAL_SOURCE,1341
6921,AI security vulnerabilities,RISK,1341
6922,CISA,ACTOR,1341
6923,Common Vulnerabilities and Exposures Program,REQUIREMENT,1341
6924,Congress,ACTOR,1341
6925,AI supply chain risks,RISK,1341
6926,open-source datasets,TECHNOLOGY,1341
6927,proprietary datasets,TECHNOLOGY,1341
6928,U.S. government,OTHER,1346
6929,Government of the People's Republic of China,ACTOR,1346
6930,Chinese Communist Party,ACTOR,1346
6931,Department of the Treasury,ACTOR,1346
6932,China,ACTOR,1346
6933,Made in China 2025,LEGAL_SOURCE,1346
6934,14th Five Year Smart Manufacturing Development Plan,LEGAL_SOURCE,1346
6935,AI,TECHNOLOGY,1346
6936,ML,TECHNOLOGY,1346
6937,robotics,TECHNOLOGY,1346
6938,United States financial institution,ACTOR,1346
6939,President,ACTOR,1338
6940,U.S. government,ACTOR,1338
6941,AI-related security and biosecurity risks,RISK,1338
6942,Congress,ACTOR,1338
6943,federal agencies,ACTOR,1338
6944,research,LIFECYCLE_STAGE,1338
6945,risk management frameworks,LEGAL_SOURCE,1338
6946,AI systems,TECHNOLOGY,1338
6947,Department of Health and Human Services,ACTOR,1357
6948,Medicare,REQUIREMENT,1357
6949,remote monitoring devices,TECHNOLOGY,1357
6950,AI components,TECHNOLOGY,1357
6951,continuous glucose monitors,TECHNOLOGY,1357
6952,healthcare,DOMAIN,1357
6953,National Synthetic Biology Center,ACTOR,1319
6954,synthetic biology,TECHNOLOGY,1319
6955,agriculture,REQUIREMENT,1319
6956,AI,TECHNOLOGY,1319
6957,nonprofits,ACTOR,1319
6958,national laboratories,ACTOR,1319
6959,technology transfer offices,ACTOR,1319
6960,Congress,ACTOR,1319
6961,SAFE Bet Act,LEGAL_SOURCE,1214
6962,sports wagering,REQUIREMENT,1214
6963,AI,TECHNOLOGY,1214
6964,sports wagering operators,ACTOR,1214
6965,state sports wagering programs,REQUIREMENT,1214
6966,consumer protections,LEGAL_SOURCE,1214
6967,data security,RISK,1214
6968,recordkeeping,REQUIREMENT,1214
6969,national self-exclusion list,LEGAL_SOURCE,1214
6970,public health initiatives,REQUIREMENT,1214
6971,states,ACTOR,1214
6972,tribes,ACTOR,1214
6973,"Food, Agriculture, Conservation, and Trade Act of 1990",LEGAL_SOURCE,320
6974,AI,TECHNOLOGY,320
6975,agricultural applications,REQUIREMENT,320
6976,specialty crop production,REQUIREMENT,320
6977,AI,TECHNOLOGY,1231
6978,ML,TECHNOLOGY,1231
6979,robotics,TECHNOLOGY,1231
6980,automated systems,TECHNOLOGY,1231
6981,precision or controlled environment agriculture,REQUIREMENT,1231
6982,Department of State,ACTOR,322
6983,AI-related products and services,TECHNOLOGY,322
6984,China,OTHER,322
6985,foreign entities,ACTOR,322
6986,national security industries,DOMAIN,322
6987,Secretary of the Department of State,ACTOR,322
6988,procurement policies,LEGAL_SOURCE,322
6989,Defense Production Act,LEGAL_SOURCE,1358
6990,Title VIII,LEGAL_SOURCE,1358
6991,AI,TECHNOLOGY,1358
6992,U.S. persons,ACTOR,1358
6993,foreign entities,ACTOR,1358
6994,countries of concern,OTHER,1358
6995,Congress,ACTOR,1358
6996,President,ACTOR,1358
6997,national security risks,RISK,1358
6998,multilateral engagement,LEGAL_SOURCE,1358
6999,fines,OTHER,1358
7000,imprisonment,OTHER,1358
7001,national interest waivers,LEGAL_SOURCE,1358
7002,FAA,ACTOR,323
