name,category,doc_id,id
NSF and USDA Interagency Research Act,LEGAL_SOURCE,733,4125
nonprofit entities,ACTOR,733,4126
"Center for Agricultural Research, Education, and Workforce Development",REQUIREMENT,733,4127
Modernizing Data Practices to Improve Government Act,LEGAL_SOURCE,792,4128
Federal data governance,LEGAL_SOURCE,734,4129
data management report,LEGAL_SOURCE,734,4130
Chief Data Officers,ACTOR,792,4131
Fraudulent Artificial Intelligence Regulations (FAIR) Elections Act of 2024,LEGAL_SOURCE,735,4132
AI-generated election media,TECHNOLOGY,735,4133
bona fide news entities,ACTOR,735,4134
U.S. District Courts,ACTOR,735,4135
National Voter Registration Act,LEGAL_SOURCE,735,4136
Computer Fraud and Abuse Act,LEGAL_SOURCE,735,4137
National Windstorm Impact Reduction Program Reauthorization Act of 2024,LEGAL_SOURCE,736,4138
National Windstorm Impact Reduction Act of 2004,LEGAL_SOURCE,736,4139
climate variability,LIFECYCLE_STAGE,736,4140
building codes,REQUIREMENT,736,4141
public response,ACTOR,736,4142
"H.R. 9626, To direct the Department of Defense to develop a plan for the establishment of a secure computing and data storage environment for the testing of artificial intelligence trained on biological data, and for other purposes.",LEGAL_SOURCE,737,4143
AIxBio sandbox,REQUIREMENT,737,4144
biological data,TECHNOLOGY,737,4145
medical countermeasures,DOMAIN,737,4146
Detection Equipment and Technology Evaluation to Counter the Threat of Fentanyl and Xylazine Act of 2024,LEGAL_SOURCE,738,4147
drug detection and trafficking disruption,REQUIREMENT,738,4148
Under Secretary for Science and Technology,ACTOR,738,4149
NIST AI Risk Management Framework,REQUIREMENT,738,4150
State Industrial Competitiveness Act of 2024,LEGAL_SOURCE,739,4151
Energy Policy and Conservation Act,LEGAL_SOURCE,739,4152
Flex-Tech Energy Program,REQUIREMENT,739,4153
State energy agencies,ACTOR,739,4154
advanced manufacturing technologies,TECHNOLOGY,739,4155
energy studies,LEGAL_SOURCE,739,4156
Artificial Intelligence Public Awareness and Education Campaign Act,LEGAL_SOURCE,740,4157
AI Campaign,REQUIREMENT,740,4158
senior citizens,ACTOR,740,4159
AI-enabled fraud,RISK,740,4160
Ending FCC Meddling in Our Elections Act,LEGAL_SOURCE,741,4161
artificial intelligence-generated content,TECHNOLOGY,741,4162
Supercritical Geothermal Research and Development Act,LEGAL_SOURCE,742,4163
supercritical geothermal research and development program,REQUIREMENT,742,4164
Geothermal Technologies Office,ACTOR,742,4165
geothermal data,TECHNOLOGY,742,4166
Secretary of the Interior,ACTOR,742,4167
geothermal mapping,TECHNOLOGY,742,4168
geothermal center of excellence,REQUIREMENT,742,4169
geothermal resource assessments,LEGAL_SOURCE,742,4170
geothermal resource potential,BENCHMARK,742,4171
Social Media and AI Resiliency Toolkits in Schools Act,LEGAL_SOURCE,743,4172
Secretaries of Education and Health & Human Services,ACTOR,743,4173
educational toolkits,LEGAL_SOURCE,743,4174
parents & guardians,ACTOR,743,4175
administrators,ACTOR,743,4176
healthcare professionals,ACTOR,743,4177
Bureau of Industry and Security Information Technology Modernization Act,LEGAL_SOURCE,744,4178
Bureau of Industry and Security,ACTOR,744,4179
Protecting Patients from Deceptive Drug Ads Online Act,LEGAL_SOURCE,745,4180
social media influencers,ACTOR,745,4181
prescription drugs,DOMAIN,745,4182
telehealth providers,ACTOR,745,4183
market surveillance,LIFECYCLE_STAGE,745,4184
"S.4870, A bill to require reports on artificial intelligence regulation in the financial services industry.",LEGAL_SOURCE,746,4185
Federal Reserve,ACTOR,746,4186
FDIC,ACTOR,746,4187
OCC,ACTOR,746,4188
NCUA,ACTOR,746,4189
AI knowledge gaps,LIFECYCLE_STAGE,746,4190
financial services,DOMAIN,861,4191
AI-assisted tasks,TECHNOLOGY,746,4192
AI governance and oversight standards,REQUIREMENT,746,4193
Preventing the Algorithmic Facilitation of Rental Housing Cartels Act of 2024,LEGAL_SOURCE,747,4194
rental property owners,ACTOR,747,4195
non-competitive agreements,LEGAL_SOURCE,747,4196
Clayton Act,LEGAL_SOURCE,747,4197
State Attorneys General,ACTOR,747,4198
treble damages,PENALTY,747,4199
litigation costs,DOMAIN,747,4200
"State, Tribal, or local laws",LEGAL_SOURCE,747,4201
Improving Seniors’ Timely Access to Care Act of 2024,LEGAL_SOURCE,748,4202
Medicare Payment Advisory Commission,ACTOR,748,4203
Centers for Medicare & Medicaid Services,ACTOR,787,4204
"S.4862, A bill to ensure that new advances in artificial intelligence are ethically adopted to improve the health of all individuals, and for other purposes.",LEGAL_SOURCE,749,4205
National Coordinator for Health IT,ACTOR,749,4206
electronic health records,PERSONAL_DATA,749,4207
national interoperability frameworks,REQUIREMENT,749,4208
National Library of Medicine,ACTOR,749,4209
core data science program,REQUIREMENT,749,4210
"Sec. 103, Supporting Affordability and Fairness with Every Bet Act",LEGAL_SOURCE,750,4211
sports wagering operators,ACTOR,770,4212
sports wagering,REQUIREMENT,770,4213
State regulatory entity,ACTOR,750,4214
sports organizations,ACTOR,750,4215
internal controls,REQUIREMENT,750,4216
problem gamblers,ACTOR,750,4217
Modernizing Retrospective Regulatory Review Act,LEGAL_SOURCE,751,4218
Content Origin Protection and Integrity from Edited and Deepfaked Media Act of 2024,LEGAL_SOURCE,752,4219
content provenance,TECHNOLOGY,752,4220
synthetically-modified content,TECHNOLOGY,752,4221
public-private partnership,REQUIREMENT,752,4222
copyright rights,LEGAL_SOURCE,752,4223
"Sec. 2412. Duty of Care, Digital Consumer Protection Commission Act of 2023",LEGAL_SOURCE,753,4224
private groups,ACTOR,753,4225
"Modernizing Wildfire Safety and Prevention Act of 2024, Section 405 (""Joint Office of the Fire Environment Center (Report Recommendations 104, 105, 106)"")",LEGAL_SOURCE,754,4226
Joint Office of the Fire Environment Center,ACTOR,754,4227
fire management,REQUIREMENT,754,4228
air quality data,TECHNOLOGY,754,4229
public health information,PERSONAL_DATA,754,4230
wildfire community,ACTOR,754,4231
"Sec. 2501. Corporate Citizenship and Ownership, Digital Consumer Protection Commission Act of 2023",LEGAL_SOURCE,755,4232
foreign entity,ACTOR,755,4233
"Health Equity and Accountability Act of 2024, Sec 1013 (""Task Force on Preventing Bias in AI and Algorithms"")",LEGAL_SOURCE,756,4234
Task Force on Preventing AI and Algorithmic Bias in Health Care,REQUIREMENT,756,4235
health equity,RISK,756,4236
minority health,RISK,756,4237
"To provide for citizen engagement on the development and adoption of Federal civilian agency use of artificial intelligence, and for other purposes.",LEGAL_SOURCE,757,4238
Federal civilian agency,ACTOR,757,4239
civil rights organizations,ACTOR,757,4240
immigrant communities,ACTOR,757,4241
"A Bill to prohibit certain uses of automated decision systems by employers, and for other purposes.",LEGAL_SOURCE,758,4242
employment-related decisions,EMPLOYMENT,845,4243
National Institute of Standards & Technology,ACTOR,758,4244
MedShield Act of 2024,LEGAL_SOURCE,759,4245
MedShield program,REQUIREMENT,759,4246
National Security Commission on Artificial Intelligence,ACTOR,759,4247
National Response Framework,LEGAL_SOURCE,759,4248
"A bill to establish protections for individual rights with respect to computational algorithms, and for other purposes.",LEGAL_SOURCE,760,4249
AI algorithms,TECHNOLOGY,760,4250
pre-deployment evaluations,LIFECYCLE_STAGE,760,4251
transparency obligations,TRANSPARENCY,760,4252
algorithm auditing,LIFECYCLE_STAGE,760,4253
"A bill to require the Secretary of Defense to carry out a pilot program on using artificial intelligence-enabled software to optimize the workflow and operations of depots, shipyards, and other manufacturing facilities run by the Department of Defense, and for other purposes.",LEGAL_SOURCE,761,4254
artificial intelligence-enabled software,TECHNOLOGY,761,4255
Defense Contract Management Agency,ACTOR,761,4256
"Fix Our Forests Act, Section 102 (""Fireshed Center"")",LEGAL_SOURCE,762,4257
Fireshed Center,REQUIREMENT,762,4258
Forest Service,ACTOR,762,4259
U.S. Geological Survey,ACTOR,762,4260
Fireshed Registry,LEGAL_SOURCE,762,4261
"Intelligence Authorization Act for Fiscal Year 2025, Title V, Section 505 (""Establishment of Artificial Intelligence Security Center"")",LEGAL_SOURCE,763,4262
AI adoption practices,LEGAL_SOURCE,763,4263
"Fix Our Forests Act, Section 303 (""Public-private wildfire technology deployment and demonstration partnership"")",LEGAL_SOURCE,764,4264
National Wildfire Coordinating Group,ACTOR,764,4265
"Intelligence Authorization Act for Fiscal Year 2025, Title V, Section 510 (""Management of artificial intelligence security risks"")",LEGAL_SOURCE,765,4266
proprietary datasets,TECHNOLOGY,765,4267
"STAND with Taiwan Act of 2024, Section 11 (""Prohibition on investments by United States financial institutions that benefit the Government of the People's Republic of China or the Chinese Communist Party"")",LEGAL_SOURCE,766,4268
Government of the People's Republic of China,ACTOR,766,4269
14th Five Year Smart Manufacturing Development Plan,LEGAL_SOURCE,766,4270
United States financial institution,ACTOR,766,4271
"Intelligence Authorization Act for Fiscal Year 2025, Title V, Section 504 (""National security procedures to address certain risks and threats relating to artificial intelligence"")",LEGAL_SOURCE,767,4272
AI-related security and biosecurity risks,RISK,767,4273
American Medical Innovation and Investment Act of 2024 (Sec. 5),LEGAL_SOURCE,768,4274
continuous glucose monitors,TECHNOLOGY,768,4275
Synthetic Biology Advancement Act of 2024,LEGAL_SOURCE,769,4276
National Synthetic Biology Center,ACTOR,769,4277
national laboratories,ACTOR,769,4278
technology transfer offices,ACTOR,769,4279
SAFE Bet Act,LEGAL_SOURCE,770,4280
state sports wagering programs,REQUIREMENT,770,4281
national self-exclusion list,LEGAL_SOURCE,770,4282
public health initiatives,REQUIREMENT,770,4283
tribes,ACTOR,833,4284
Land Grant Research Prioritization Act of 2023,LEGAL_SOURCE,771,4285
Supporting Innovation in Agriculture Act of 2024,LEGAL_SOURCE,772,4286
precision or controlled environment agriculture,REQUIREMENT,772,4287
No CCP Consultants Act,LEGAL_SOURCE,773,4288
national security industries,DOMAIN,773,4289
AI-related products and services,TECHNOLOGY,773,4290
Secretary of the Department of State,ACTOR,773,4291
"Combat Chinese Economic Aggression Act of 2024, Section 4 (""Protection of covered sectors."")",LEGAL_SOURCE,774,4292
Defense Production Act,LEGAL_SOURCE,774,4293
Title VIII,LEGAL_SOURCE,774,4294
national interest waivers,LEGAL_SOURCE,774,4295
Drone Safety and Efficiency Act,LEGAL_SOURCE,775,4296
"Section 107 of Title 14, Code of Federal Regulations",LEGAL_SOURCE,775,4297
small unmanned aircraft systems,TECHNOLOGY,775,4298
Investing in Tomorrow's Workforce Act of 2023,LEGAL_SOURCE,776,4299
training services,REQUIREMENT,776,4300
national dislocated worker grants,REQUIREMENT,776,4301
nondiscrimination provisions,RISK,776,4302
"Platform Accountability and Transparency Act, Section 9 (""Rulemaking authority"")",LEGAL_SOURCE,777,4303
advertising information,LEGAL_SOURCE,777,4304
platform algorithms,TECHNOLOGY,777,4305
recommender and ranking algorithms,TECHNOLOGY,777,4306
government orders,LEGAL_SOURCE,777,4307
Providing Individuals Various Opportunities for Technical Training to Build a Skills-Based Cyber Workforce Act of 2024,LEGAL_SOURCE,778,4308
PIVOTT Program,REQUIREMENT,778,4309
cybersecurity education and training,REQUIREMENT,778,4310
technical schools,ACTOR,778,4311
military service,DOMAIN,778,4312
cyber training database,LEGAL_SOURCE,778,4313
certification opportunities,REQUIREMENT,778,4314
"Sustaining America’s Fisheries for the Future Act of 2024, Title IV, Section 402 (""Expanding and improving electronic technologies."")",LEGAL_SOURCE,779,4315
electronic monitoring,TECHNOLOGY,779,4316
National Marine Fisheries Service,ACTOR,779,4317
electronic technologies innovation prize,REQUIREMENT,779,4318
advisory panel,REQUIREMENT,779,4319
Federal Advisory Committee Act,LEGAL_SOURCE,779,4320
"WIOA Performance Accountability Improvement Act, Section 2, Subsection (c) (""Evaluation of State programs."")",LEGAL_SOURCE,780,4321
"To amend the Communications Act of 1934 to establish technical and procedural standards for artificial or prerecorded voice systems created through generative artificial intelligence, and for other purposes.",LEGAL_SOURCE,781,4322
Stop Spying Bosses Act,LEGAL_SOURCE,782,4323
Privacy and Technology Division,ACTOR,782,4324
predispute arbitration agreements,LEGAL_SOURCE,782,4325
"Sustaining America’s Fisheries for the Future Act of 2024, Title IV, Section 401 (""Data modernization."")",LEGAL_SOURCE,783,4326
Artificial Intelligence Strategy,LEGAL_SOURCE,783,4327
Assistant Administrator for Fisheries,ACTOR,783,4328
fisheries data modernization,REQUIREMENT,783,4329
NO FAKES Act of 2024,LEGAL_SOURCE,784,4330
property right,LEGAL_SOURCE,784,4331
online services,ACTOR,919,4332
SPEED through Screening Act,LEGAL_SOURCE,785,4333
detection at range technology,TECHNOLOGY,785,4334
noninvasive technologies,TECHNOLOGY,785,4335
"Better Mental Health Care for Americans Act, Sec. 203",LEGAL_SOURCE,786,4336
behavioral health,DOMAIN,810,4337
behavioral health providers,DOMAIN,786,4338
substance use disorder services,DOMAIN,786,4339
mental health services,DOMAIN,856,4340
"Better Mental Health Care for Americans Act, Sec. 201",LEGAL_SOURCE,787,4341
mental health and substance use disorder benefits,DOMAIN,787,4342
nonquantitative treatment limitations,REQUIREMENT,787,4343
mental health parity,LEGAL_SOURCE,787,4344
prescription drug plans,REQUIREMENT,787,4345
Agriculture and National Security Act of 2024,LEGAL_SOURCE,788,4346
Senior Advisor for National Security,ACTOR,788,4347
National Security Council,ACTOR,788,4348
foreign influence,RISK,788,4349
AI Fraud Deterrence Act,LEGAL_SOURCE,789,4350
Next Generation Military Education Act,LEGAL_SOURCE,790,4351
National Defense Authorization Act,LEGAL_SOURCE,790,4352
cybersecurity training,REQUIREMENT,790,4353
Eliminating Bias in Algorithmic Systems Act of 2024,LEGAL_SOURCE,791,4354
civil rights offices,ACTOR,791,4355
Assistant Attorney General of the Civil Rights Division,ACTOR,791,4356
Economic Security and Diplomacy Act of 2024,LEGAL_SOURCE,793,4357
State Department Basic Authorities Act,LEGAL_SOURCE,793,4358
Deputy Secretary of State for Economic Security,ACTOR,793,4359
Assistant Secretary for Technology and Innovation Security,ACTOR,793,4360
Office of Economic Analysis and Targeting,ACTOR,793,4361
federal database,LEGAL_SOURCE,793,4362
Foreign Service officers,ACTOR,793,4363
Improving Diagnosis in Medicine Act of 2024,LEGAL_SOURCE,794,4364
diagnostic safety and quality,DOMAIN,794,4365
Interagency Council on Improving Diagnosis in Health Care,ACTOR,794,4366
strategic federal plan,LEGAL_SOURCE,794,4367
Supercomputing for Safer Chemicals Act,LEGAL_SOURCE,795,4368
supercomputing,TECHNOLOGY,795,4369
toxic substances,DOMAIN,795,4370
Block Nuclear Launch by Autonomous Artificial Intelligence Act of 2023,LEGAL_SOURCE,796,4371
federal funds,DOMAIN,796,4372
autonomous weapons systems,TECHNOLOGY,867,4373
nuclear weapons,TECHNOLOGY,796,4374
meaningful human control,LEGAL_SOURCE,796,4375
Creating Resources for Every American To Experiment with Artificial Intelligence Act of 2023,LEGAL_SOURCE,797,4376
scientific integrity requirements,REQUIREMENT,797,4377
security requirements,RISK,797,4378
Governance Principles for a New Generation of Artificial Intelligence: Develop Responsible Artificial Intelligence,LEGAL_SOURCE,798,4379
fairness and justice,RISK,862,4380
shared responsibility,ACCOUNTABILITY,798,4381
open collaboration,LEGAL_SOURCE,798,4382
agile governance,LEGAL_SOURCE,873,4383
"An Act to amend the general business law, the executive law, the state finance law and the education law, in relation to enacting the ""digital fairness act"" - Sections 7-9 (""AUTOMATED DECISION SYSTEM IMPACT ASSESSMENTS,"" etc.)",LEGAL_SOURCE,799,4384
neutral third party,ACTOR,799,4385
public comments,TRANSPARENCY,799,4386
open-source software,TECHNOLOGY,799,4387
An Act concerning the use of automated tools to assist with hiring decisions and supplementing Title 34 of the Revised Statutes.,LEGAL_SOURCE,800,4388
automated employment decision tool,TECHNOLOGY,857,4389
"An Act concerning discrimination and automated decision systems and supplementing P.L.1945, c.169 (C.10:5-1 et seq.).",LEGAL_SOURCE,801,4390
protected class,RISK,801,4391
civil lawsuits,REQUIREMENT,801,4392
"An Act to amend the general business law, in relation to the management
 and oversight of personal data (Section 7)",LEGAL_SOURCE,802,4393
automated process,TECHNOLOGY,802,4394
outside auditor,ACTOR,802,4395
Voluntary Commitments from Leading Artificial Intelligence Companies,LEGAL_SOURCE,803,4396
Amazon,ACTOR,834,4397
Anthropic,ACTOR,803,4398
Inflection,ACTOR,825,4399
Biden-Harris Administration,ACTOR,803,4400
bipartisan legislation,LEGAL_SOURCE,803,4401
pre-deployment testing,LIFECYCLE_STAGE,827,4402
risk identification,RISK,804,4403
surveillance technologies,TECHNOLOGY,804,4404
Pennsylvania HB 1380,LEGAL_SOURCE,805,4405
eligibility verification,REQUIREMENT,805,4406
public assistance programs,REQUIREMENT,805,4407
federal waivers,LEGAL_SOURCE,805,4408
health savings accounts,REQUIREMENT,805,4409
medical assistance,DOMAIN,805,4410
managed care organizations,ACTOR,805,4411
medical assistance claims data,LEGAL_SOURCE,805,4412
New Jersey Bill A537,LEGAL_SOURCE,806,4413
automated or predictive underwriting systems,TECHNOLOGY,806,4414
Department of Banking and Insurance,ACTOR,806,4415
robotic process automation,TECHNOLOGY,806,4416
Commissioner of Banking and Insurance,ACTOR,806,4417
Pennsylvania HB 49,LEGAL_SOURCE,807,4418
registry,LEGAL_SOURCE,807,4419
Right-to-Know Law,LEGAL_SOURCE,807,4420
online database,LEGAL_SOURCE,807,4421
Rhode Island HB 6286,LEGAL_SOURCE,808,4422
large-scale generative AI models,TECHNOLOGY,808,4423
training models,LIFECYCLE_STAGE,808,4424
Rhode Island Attorney General's Office,ACTOR,808,4425
public registry,LEGAL_SOURCE,808,4426
North Carolina SB 460,LEGAL_SOURCE,809,4427
Study Committee on Automation and the Workforce,REQUIREMENT,809,4428
North Carolina,GEOGRAPHIC,809,4429
state legislators,ACTOR,809,4430
industrial robotics,TECHNOLOGY,809,4431
self-service technologies,TECHNOLOGY,809,4432
Joint Legislative Commission on Governmental Operations,ACTOR,809,4433
New Mexico SM 63,LEGAL_SOURCE,810,4434
"Children, Youth, and Families Department",ACTOR,810,4435
structured decision-making tools,TECHNOLOGY,810,4436
child abuse and neglect cases,DOMAIN,810,4437
post-secondary institution,DOMAIN,810,4438
legislative health and human services committee,ACTOR,810,4439
Texas HB 4695,LEGAL_SOURCE,811,4440
AI mental health applications,TECHNOLOGY,811,4441
licensed mental health professionals,ACTOR,856,4442
AI mental health services,DOMAIN,811,4443
record-keeping requirements,REQUIREMENT,811,4444
New Jersey SB 3876,LEGAL_SOURCE,812,4445
Artificial Intelligence Officer,ACTOR,812,4446
New Jersey Artificial Intelligence Advisory Board,ACTOR,812,4447
Artificial Intelligence Implementation Officer,ACTOR,812,4448
New York A7106,LEGAL_SOURCE,813,4449
election law,LEGAL_SOURCE,927,4450
synthetic media,TECHNOLOGY,923,4451
Massachusetts Bill S. 31,LEGAL_SOURCE,814,4452
large-scale generative artificial intelligence model,TECHNOLOGY,814,4453
Massachusetts Bill H.64,LEGAL_SOURCE,815,4454
executive office of technology services and security,ACTOR,815,4455
Commonwealth of Massachusetts,GEOGRAPHIC,815,4456
New York Bill A5309,LEGAL_SOURCE,816,4457
state finance law,LEGAL_SOURCE,816,4458
algorithmic decision systems,TECHNOLOGY,816,4459
artificial intelligence standards,REQUIREMENT,816,4460
executive law,LEGAL_SOURCE,816,4461
unlawful discriminatory practice,RISK,816,4462
commissioner of taxation and finance,ACTOR,816,4463
New York S7422,LEGAL_SOURCE,817,4464
Empire State Film Production Credit,REQUIREMENT,817,4465
collective bargaining agreements,LEGAL_SOURCE,817,4466
Australia’s AI Ethics Principles,LEGAL_SOURCE,818,4467
equitable society,RISK,818,4468
Maintaining American Leadership in Artificial Intelligence (EO 13859),LEGAL_SOURCE,819,4469
American AI Initiative,LEGAL_SOURCE,819,4470
American workers,ACTOR,819,4471
NSTC/OSTP Framework for Nucleic Acid Synthesis Screening,LEGAL_SOURCE,820,4472
synthetic nucleic acids,TECHNOLOGY,820,4473
procurement screening framework,LEGAL_SOURCE,820,4474
synthetic nucleic acid providers,ACTOR,820,4475
equipment manufacturers,ACTOR,820,4476
technical specifications,REQUIREMENT,820,4477
federal funding agencies,ACTOR,820,4478
AI Liability Directive,LEGAL_SOURCE,821,4479
Member States,GEOGRAPHIC,929,4480
Union law,LEGAL_SOURCE,821,4481
European Commission,ACTOR,821,4482
Directive (EU) 2020/1828,LEGAL_SOURCE,821,4483
AI Safety Summit - Enhancing Frontier AI Safety (Amazon),LEGAL_SOURCE,822,4484
Amazon Web Services,ACTOR,822,4485
AWS,ACTOR,822,4486
AI and ML services,TECHNOLOGY,822,4487
Amazon Bedrock,TECHNOLOGY,822,4488
Amazon Titan Foundation Models,TECHNOLOGY,822,4489
red teaming,LIFECYCLE_STAGE,847,4490
security assessments,LIFECYCLE_STAGE,874,4491
AI Service Cards,LEGAL_SOURCE,822,4492
AWS Responsible AI Policy,LEGAL_SOURCE,822,4493
OpenAI's Approach to Frontier Risk (An Update for the UK AI Safety Summit),LEGAL_SOURCE,823,4494
Preparedness Framework,LEGAL_SOURCE,823,4495
Deployment Safety Board,ACTOR,823,4496
Superalignment,REQUIREMENT,823,4497
Preparedness teams,REQUIREMENT,823,4498
GPT-4,TECHNOLOGY,823,4499
DALL-E 3,TECHNOLOGY,823,4500
system card,LEGAL_SOURCE,823,4501
national security-related risks,RISK,823,4502
data input controls,REQUIREMENT,825,4503
Inventorship Guidance for AI-Assisted Inventions,LEGAL_SOURCE,824,4504
U.S. patents,LEGAL_SOURCE,824,4505
natural persons,ACTOR,857,4506
AI-assisted inventions,TECHNOLOGY,824,4507
Pannu factors,REQUIREMENT,824,4508
U.S. inventorship requirements,LEGAL_SOURCE,824,4509
Our Policy on Frontier Safety (Inflection),LEGAL_SOURCE,825,4510
pre-deployment safety,LIFECYCLE_STAGE,825,4511
post-launch monitoring,LIFECYCLE_STAGE,825,4512
frontier AI,TECHNOLOGY,881,4513
vulnerability reporting structures,LEGAL_SOURCE,825,4514
International Panel on AI Safety,ACTOR,825,4515
"Pay Flexibility, Incentive Pay, and Leave and Workforce Flexibility Programs for Artificial Intelligence (AI), AI-enabling, and Other Key Technical Employees (OPM)",LEGAL_SOURCE,826,4516
AI and key technical employees,ACTOR,826,4517
OPM,ACTOR,838,4518
alternative work schedules,LEGAL_SOURCE,826,4519
telework,LEGAL_SOURCE,826,4520
remote work,LEGAL_SOURCE,826,4521
Federal work experience,EMPLOYMENT,826,4522
Bipartisan Framework for U.S. AI Act,LEGAL_SOURCE,827,4523
A.I. models,TECHNOLOGY,827,4524
independent oversight body,ACTOR,827,4525
state Attorneys General,ACTOR,827,4526
privacy breaches,RISK,933,4527
A.I. technology transfers,TECHNOLOGY,827,4528
public database of A.I. information,LEGAL_SOURCE,827,4529
safety brakes,RISK,827,4530
data usage control,RISK,827,4531
"Part 170: Health Data, Technology, and Interoperability: Certification Program Updates, Algorithm Transparency, and Information Sharing",LEGAL_SOURCE,828,4532
health IT certification criteria,REQUIREMENT,828,4533
Predictive Decision Support Intervention,TECHNOLOGY,828,4534
health IT systems,TECHNOLOGY,828,4535
HL7,REQUIREMENT,828,4536
LOINC,REQUIREMENT,828,4537
SNOMED CT,REQUIREMENT,828,4538
electronic health information exchange,DOMAIN,828,4539
Section 106.11 Application: Nondiscrimination on the Basis of Sex in Education Programs or Activities Receiving Federal Financial Assistance,LEGAL_SOURCE,829,4540
sex-based harassment,RISK,829,4541
education programs,DOMAIN,829,4542
remote settings,DOMAIN,829,4543
institution-sponsored events,DOMAIN,829,4544
Train Crew Size Safety Requirements (New Technology and Automated Operations),LEGAL_SOURCE,830,4545
FRA,ACTOR,830,4546
freight rail industry,ACTOR,830,4547
automated trucking,DOMAIN,830,4548
PTC,TECHNOLOGY,830,4549
real-time safety systems,TECHNOLOGY,830,4550
safety justifications,RISK,830,4551
2023 UK AI Safety Summit Response (Meta),LEGAL_SOURCE,831,4552
Llama 2,TECHNOLOGY,831,4553
White House Commitments,LEGAL_SOURCE,831,4554
DEFCON,REQUIREMENT,831,4555
AI model weights,SENSITIVE_DATA,831,4556
Synthetic Media Framework,REQUIREMENT,831,4557
Open Loop,REQUIREMENT,831,4558
HHS Public Benefits and AI,LEGAL_SOURCE,832,4559
United States Department of Health and Human Services,ACTOR,832,4560
"State, Local, Tribal, and Territorial Governments",ACTOR,832,4561
AI Risk Management Framework,LEGAL_SOURCE,847,4562
"USDA Framework for State, Local, Tribal, and Territorial Use of Artificial Intelligence for Public Benefit Administration",LEGAL_SOURCE,833,4563
USDA,ACTOR,833,4564
benefits administration,ACTOR,833,4565
SLTT agencies,ACTOR,833,4566
data sovereignty,LEGAL_SOURCE,833,4567
"Frontier AI Safety Commitments, AI Seoul Summit 2024",LEGAL_SOURCE,834,4568
Republic of Korea,GEOGRAPHIC,834,4569
Frontier AI Safety Commitments,LEGAL_SOURCE,834,4570
frontier AI systems,TECHNOLOGY,834,4571
governance frameworks,LEGAL_SOURCE,877,4572
2023 UK AI Safety Summit Response (Google DeepMind),LEGAL_SOURCE,835,4573
Google DeepMind,ACTOR,835,4574
AI Principles,LEGAL_SOURCE,835,4575
Responsible AI Council,ACTOR,835,4576
Responsible Development and Innovation team,ACTOR,835,4577
model cards,LEGAL_SOURCE,835,4578
data sheets,LEGAL_SOURCE,835,4579
Secure AI Framework,REQUIREMENT,835,4580
Digital Futures Project,REQUIREMENT,835,4581
"Guidance on Application of the Fair Housing Act to the Advertising of Housing, Credit, and Other Real Estate-Related Transactions through Digital Platforms",LEGAL_SOURCE,836,4582
Fair Housing Act,LEGAL_SOURCE,836,4583
audience categorization,REQUIREMENT,836,4584
algorithmic delivery tools,TECHNOLOGY,836,4585
advertisers,ACTOR,836,4586
Increasing AI Capacity Across the Federal Government: AI Talent Surge Progress and Recommendations,LEGAL_SOURCE,837,4587
National AI Talent Surge,REQUIREMENT,837,4588
Direct Hire Authority,LEGAL_SOURCE,837,4589
Excepted Service Appointments,LEGAL_SOURCE,837,4590
USAJOBS,REQUIREMENT,837,4591
AI scholarship-for-service program,REQUIREMENT,837,4592
"Government-wide Hiring Authorities for Advancing Federal Government
Use of Artificial Intelligence (AI)",LEGAL_SOURCE,838,4593
Schedule A appointments,LEGAL_SOURCE,838,4594
veterans’ preference,LEGAL_SOURCE,838,4595
public notice requirements,LEGAL_SOURCE,838,4596
"Safe and Responsible AI in Australia Consultation, Interim Response",LEGAL_SOURCE,839,4597
AI Safety Standard,REQUIREMENT,839,4598
Bletchley Declaration,LEGAL_SOURCE,839,4599
AI capability development,LIFECYCLE_STAGE,839,4600
2023–24 Budget,LEGAL_SOURCE,839,4601
"A bill to amend the South Carolina Code of Laws by adding Section 63-5-380 so as to prohibit operators of internet-based applications from using ""automated decision systems"" to place content on social media platforms for users under the age of eighteen who are residents of the State of South Carolina, to require operators to perform age-verification practices for certain users, to establish that a violation is an unfair or deceptive act or practice under the South Carolina Unfair Trade Practices Act, and for other purposes.",LEGAL_SOURCE,840,4602
automated decision-making (ADM) systems,TECHNOLOGY,841,4603
South Carolina,GEOGRAPHIC,840,4604
government-issued identification,PERSONAL_DATA,840,4605
An act relating to state affairs and government -- commission to monitor the use of artificial intelligence in state government.,LEGAL_SOURCE,841,4606
Rhode Island state government,ACTOR,841,4607
"An act to amend the labor law, in relation to establishing criteria for
the use of automated employment decision tools",LEGAL_SOURCE,842,4608
automated decision tool,TECHNOLOGY,861,4609
employment candidates,EMPLOYMENT,842,4610
disparate impact analysis,LEGAL_SOURCE,842,4611
An act relating to a study on the establishment of a program administered by the Texas Workforce Commission to train individuals in certain skills related to artificial intelligence systems.,LEGAL_SOURCE,843,4612
Texas House of Representatives,ACTOR,843,4613
workforce training program,REQUIREMENT,843,4614
Texas Workforce Commission,ACTOR,843,4615
An Act preventing a dystopian work environment.,LEGAL_SOURCE,844,4616
Automated Decision Systems (ADS),TECHNOLOGY,844,4617
worker data,PERSONAL_DATA,844,4618
third-party impact assessments,LEGAL_SOURCE,844,4619
Public Act 103-0804,LEGAL_SOURCE,845,4620
